address,price,price_m2,bathrooms,size_construction,size,rooms,description,planta,exterior,preservation,floor_type,last_updated
Barceloneta (Vilafranca del Penedès),1.500 €,,: 2,: 250 m² ,: 200 m² ,: 4,"
            Espectacular vivienda en alquiler Centre Vila, Vilafranca del Penedés.",: En buen estado,: IFC75962-FLA_7658,,,"
                Actualizado el 14/09/2023
            "
La Llacuna,850 €,,: 2,: 95 m² ,: 80 m² ,: 2,"
            Casa nova al centre del poble de La Llacuna!!",: Menos de 5 años,: A estrenar,: 522168-L075,,"
                Actualizado el 03/10/2023
            "
La Vila de Gràcia (Distrito Gràcia. Barcelona Capital),4.920 €, 61  €/m²,: Bajo,: 80 m² ,: 2,: 1,"
            Alquila este precioso apartamento con servicios incluidos a pocas manzanas del Paseo de Gracia con Diagonal, una de las mejores zonas de Barcelona, disfruta de los encantos que tiene el barrio de gracia y del esplendor del Eixample, disfruta de la calle peatonal del ayuntamiento de centenares llena de bares, restaurantes y tiendas de barrio.",: En buen estado,: IF76306-I-00KSFK-W-02TVFO,,,"
                Actualizado el 03/11/2023
            "
El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),1.400 €, 23  €/m²,: 1,: 59 m² ,: 58 m² ,: 1,"
            REF : 002740",: 3ª,,: Entre 20 y 30 años,,"
                Actualizado el 03/11/2023
            "
Pedralbes (Distrito Les Corts. Barcelona Capital),5.800 €, 23  €/m²,: 4,: 250 m² ,: 245 m² ,: 4,"
            Exclusivo piso con piscina en Pedralbes y 2 plazas de aparcamiento.",: 4ª,: SA1366-ISTTEMI378/2015,,,"
                Actualizado el 21/07/2023
            "
Sant Antoni (Distrito Eixample. Barcelona Capital),2.400 €,,: 1,: 105 m² ,: 80 m² ,: 2,"
            ATC2865 - Excelente ático listo para entrar ya a vivir, situado en el distrito del Eixample y concretamente en el barrio de Sant Antoni, una de las zonas más solicitadas para vivir de Barcelona, gracias a su proximidad al centro de la ciudad, pero a la vez donde se albergan multitud de comercios y tiendas, el recién reformado Mercat de Sant Antoni y todo tipo de medios de transporte público (metro, autobuses, tranvía y otros).",,: AG165-ATC2865,,,"
                Actualizado el 04/11/2023
            "
La Salut-Lloreda-Sistrells (Badalona),1.100 €,,,: 86 m² ,: 3,: 1,"
            Alfa Nova Badalona tiene a disposición de sus clientes, este precioso Bajo con Terraza en el barrio de Lloreda. El piso, de 85 m2 + 35m2 de terraza, todo reformado es accesible desde la planta principal del edificio, por lo que es ideal para quien busca vivir en un piso sin subir escaleras y poder disfrutar de una magnifica terraza como ésta.",: En buen estado,,: AF199-A2232/63,,"
                Actualizado el 30/10/2023
            "
La Torre-roja-Campreciós-Grup Sant Jordi (Viladecans),1.150 €,,: 1,: 108 m² ,: 102 m² ,: 3,"
            Estupendo piso en el centro de ubicado en la zona de la Rambla Modolell, con una superficie de 102m2 los cuales están distribuidos en 3 habitaciones dobles, un baño, una cocina equipada, galería, un amplio comedor y un balcón. El edificio dispone de ascensor y tiene todos los servicios a su alrededor. ",: En buen estado,: IFC76236-PIS_1629,,,"
                Actualizado el 01/11/2023
            "
Sant Vicenç de Montalt,1.250 €,,: En buen estado,: 62 m² ,: 2,: 2,"
             Costa de Barcelona, El Maresme, Sant Vicenç de Montalt!",: XA642-3100,,,,"
                Actualizado el 04/11/2023
            "
Cabrils,6.500 €,,: 7,: 700 m² ,: 609 m² ,: 6,"
            Gran casa de estilo neoclásico de alto standing ubicada en zona tranquila de Cabrils.",: AG455-MAR-LUX0014,,,,"
                Actualizado el 23/08/2023
            "
Lluminetes (Castelldefels),2.500 €, 50  €/m²,: Bajo,: 50 m² ,: 1,: 1,"
            PISO VACACIONAL - CONSULTAR DISPONIBILIDAD Y PRECIO",: En buen estado,: IF76306-I-00KKFJ-W-02RU2W,,,"
                Actualizado el 03/11/2023
            "
El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),1.300 €, 28  €/m²,: 1,: 45 m² ,: 37 m² ,: 1,"
            REF: 003031",: 2ª,: Muy luminoso y reformado,: Visibilidad a la calle,,"
                Actualizado el 03/11/2023
            "
Sant Pere-Santa Caterina-La Ribera (Distrito Ciutat Vella. Barcelona Capital),1.350 €, 22  €/m²,: 1,: 60 m² ,: 50 m² ,: 1,"
            REF: 001050N",: 5ª,: Vistas a la ciudad,: Entre 10 y 20 años,,"
                Actualizado el 03/11/2023
            "
Sant Antoni (Distrito Eixample. Barcelona Capital),1.350 €, 26  €/m²,: 1,: 51 m² ,: 47 m² ,: 1,"
            REF: 003049",: 2ª,: Reformado,: Luminoso,,"
                Actualizado el 26/09/2023
            "
La Marina del Port-Parc de Montjuïc (Distrito Sants-Montjuïc. Barcelona Capital),1.635 €, 18  €/m²,: 2,: 90 m² ,: 90 m² ,: 3,"
            REF: 000250R",: Bajo,: A la calle,: Reformado,,"
                Actualizado el 03/11/2023
            "
Les Corts (Distrito Les Corts. Barcelona Capital),3.000 €,,,: 150 m² ,: 3,: 2,"
            AP5088 - Amplio piso ubicado en el barrio de Les Corts, una tranquila zona residencial de Barcelona que ofrece una gran comodidad y una amplia oferta de comercios, servicios y transporte público. ",: AG165-AP5088,,,,"
                Actualizado el 04/11/2023
            "
La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital),1.750 €, 26  €/m²,: Bajo,: 65 m² ,: 2,: 1,"
            En Rambla Catalunya , en pleno Eixample ,  encontramos este cómodo, apacible, luminoso y tranquilo apartamento ubicado en un tercero real. ",: En buen estado,: IF76306-I-00KSDO-W-02TQM1,,,"
                Actualizado el 03/11/2023
            "
Sant Feliu de Codines,950 €, 7  €/m²,: 2,: 130 m² ,: 120 m² ,: 3,"
            ATICO DÚPLEX nuevo a estrenar en el centro del pueblo, con vistas a la Plaça de l'Ajuntament.  ",: 2ª,: SA1359-LLOG-VEN/6415,,,"
                Actualizado el 19/09/2023
            "
La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital),5.000 €,,: 4,: 205 m² ,: 200 m² ,: 3,"
            ****DISPONIBLE A PARTIR NOVIEMBRE***CONTRATO DE TEMPORADA***",,: En buen estado,: EP868-6071,,"
                Actualizado el 27/10/2023
            "
La Teixonera (Distrito Horta-Guinardó. Barcelona Capital),2.500 €,,: 2,: 145 m² ,: 115 m² ,: 4,"
            AP2283 - Fantástico ático situado en el distrito de Horta - Guinardo y concretamente en el barrio de la Teixoneria, donde albergan multitud de comercios y tiendas, El Parc de la Creueta del Coll y la Plaça de Ventura Gassol, parques y zonas verdes como los Jardines del Mestre Balcells y diferentes medios de transporte público (metro, autobuses y otros). ",,: AG165-AP2283,,,"
                Actualizado el 03/11/2023
            "
La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital),1.150 €, 27  €/m²,: 1,: 42 m² ,: 40 m² ,: 1,"
            CARACTERISTICAS :",: 5ª,,: Más de 50 años,,"
                Actualizado el 04/11/2022
            "
Port Balís-Platges (Sant Andreu de Llavaneres),1.600 €,,: A estrenar,: 59 m² ,: 1,: 1,"
            Costa Norte Barcelona · El Maresme · Sant Andreu de Llavaneres",: XA642-3122,,,,"
                Actualizado el 11/10/2023
            "
Centre (Cornellà de Llobregat),1.500 €, 15  €/m²,: 2,: 96 m² ,: 86 m² ,: 3,"
            Planta baja con entrada independiente, acondicionada para personas con discapacidad, con reforma integral a estrenar, comedor, 3 habitaciones, 2 baños, cocina abierta a comedor, parquet, aire acondicionado, aerotermia, cerca Ramblas y Mercado del Centro.
        ",: Bajo,,: A estrenar,,"
                Actualizado el 23/10/2023
            "
El Camp de l'Arpa del Clot (Distrito Sant Martí. Barcelona Capital),2.600 €, 24  €/m²,: 2,: 105 m² ,: 105 m² ,: 3,"
            Ref 000377j ",: Bajo,,,,"
                Actualizado el 03/11/2023
            "
Parets del Vallès,1.000 €, 10  €/m²,: 1,: 100 m² ,: 80 m² ,: 4,"
            Inmofinkas valles le abre las puertas de este espectacular piso de 100m² con gran terraza con excelentes vistas, con 4 dormitorios totalmente equipados con mesa de estudios, cama y armario, comedor comun con television y cuarto de baño comun con plato de ducha , gran cocina equipada con microondas, 2 neveras, vitroceramica, lavadora en el lavadero dentro de la cocina con patio, y en el comedor gran mesa redonda donde comer los estudiantes con armarios en el comedor, gran ventanal y salida a la terraza de  mas de 80 m² con excelentes vistas.",: 1ª,: Lavdero y cocina,: Todos los dormitorios,,"
                Actualizado el 02/11/2023
            "
El Raval (Distrito Ciutat Vella. Barcelona Capital),1.300 €, 26  €/m²,: Bajo,: 50 m² ,: 1,: 1,"
            Este coqueto piso ha sido completamente reformado, conservando todos los elementos arquitectónicos y decorativos de la época, combinado con una reforma moderna de gran calidad. Accedemos a través de un agradable recibidor y encontramos el salón comedor, cocina abierta con acceso directo a una pequeña terraza. 1 dormitorio, 1 aseo y baño con ducha. La cocina americana está equipada. Totalmente amueblado, con acabados de calidad, y en perfecto estado. Disponible a partir del 1 de diciembre.",: En buen estado,: IF76306-I-00KSD2-W-02TUFC,,,"
                Actualizado el 03/11/2023
            "
El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),4.500 €, 20  €/m²,: Bajo,: 218 m² ,: 3,: 3,"
            Excepcional pieza en antiguo palacio que data de 1700, a escasos metros de la Plaza Real y las Ramblas, encontramos esta pieza única, piso de 203 metros, más 11 de galería perimetral que distribuye tres dormitorios dobles con sus respectivos baños completos y una habitación multiusos y 73,50 de fantástica terraza, con piscina compartida con la propiedad de al lado. Espectacular reforma, que nos ofrece un espacio diáfano en la zona de día, combinando salón, un aseo, cocina abierta y salida al espectacular jardín. ",: En buen estado,: IF76306-I-00KRQ5-W-02TEHO,,,"
                Actualizado el 03/11/2023
            "
Bellamar (Castelldefels),3.500 €,,: Adosada,: 80 m² ,: 3,: 1,"
            La casa se encuentra en el familiar y tranquilo barrio de Bellamar de Castelldefels.  Esta distribuida en tres plantas ascendientes, en la planta principal nos encontramos el salón comedor y cocina equipada y una terraza/zona chill-out de unos 30m2 con barbacoa, mesa y sillas de madera para aprovechar los días y las noches de verano en familia o con amigos. ",: En buen estado,: IF76306-I-00KPO8-W-02T654,,,"
                Actualizado el 03/11/2023
            "
La Pineda (Castelldefels),7.900 €,,: 4,: 371 m² ,: 235 m² ,: 1.678 m² ,"
            Magnifica casa muy cerca del mar, con 371 m2 construidos y 1.678 m2 de terreno, sorprendente por sus amplios espacios, tanto interiores como exteriores, compuesta por dos plantas. La planta baja consta con un amplio salón comedor con salida a una gran terraza, para disfrutar de ella todo el año, tiene una gran cocina office que te encantará debido a su gran capacidad de almacenaje y comodidad, está totalmente renovada y equipada.  En la misma planta verás una suite con su propio cuarto de baño, además de un baño de cortesía. ",: 4,: Más de 50 años,: En buen estado,,"
                Actualizado el 21/10/2023
            "
El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),1.400 €, 33  €/m²,: 1,: 42 m² ,: 42 m² ,: 1,"
            REF: 002821A",: 2ª,,: En buen estado,,"
                Actualizado el 03/11/2023
            "
El Raval (Distrito Ciutat Vella. Barcelona Capital),3.000 €, 28  €/m²,: 3,: 106 m² ,: 95 m² ,: 3,"
            REF: 003070",: 1ª,: Reformado,: Luminoso,,"
                Actualizado el 03/11/2023
            "
Alella,925 €,,: 1,: 48 m² ,: 37 m² ,: 1,"
            Esta propiedad a esternar, se encuentra ubicada en el centro de Alella, un municipio situado a 18 kilómetros al norte de Barcelona. Se trata de un piso de una sola planta, reformado a estrenar , maderas nobles, vigas vistas, carpinerias con cristales dobles, equipo de climatización, que consta de salón comedor exterior, una habitación doble exterior, cocina equipada con encimera, horno y microndas , baño completo exterior, galería y trastero independiente.",: EP673-2568,,,,"
                Actualizado el 02/11/2023
            "
Can Girona-Terramar-Vinyet (Sitges),2.200 €, 13  €/m²,: 3,: 161 m² ,: 148 m² ,: 4,"
            Apartamento con vistas al mar de larga duración",: 1ª,: SA1166-1885/5417,,,"
                Actualizado el 14/10/2023
            "
Sant Pere-Santa Caterina-La Ribera (Distrito Ciutat Vella. Barcelona Capital),3.500 €, 19  €/m²,: Bajo,: 181 m² ,: 3,: 2,"
            La vivienda se encuentra en un edificio recientemente rehabilitado. Al entrar en la vivienda a mano izquierda nos encontramos con un amplio salón-comedor. Al lado del comedor encontramos el primer dormitorio también exterior con su baño en suite. Nada más entrar a la vivienda a mano izquierda nos encontramos con un pasillo que nos lleva a una amplia cocina totalmente nueva y también a dos dormitorios dobles y a dos de los baños. La propiedad está nueva a estrenar y conserva bonitos elementos originales en techos y el suelo.",: En buen estado,: IF76306-I-00KQVB-W-02TG2Z,,,"
                Actualizado el 03/11/2023
            "
